artista,tipo,título_canción,nombre_album,año,genre
Lil Durk,track,AHHH HA,7220,2022,pop
Beyoncé,track,THIQUE,RENAISSANCE,2022,pop
Charli xcx,track,Constant Repeat,CRASH,2022,pop
Jack Harlow,track,Nail Tech,Nail Tech,2022,pop
Drake,track,Texts Go Green,"Honestly, Nevermind",2022,pop
Fujii Kaze,track,きらり,Kirari Remixes (Asia Edition),2022,pop
Jack Harlow,track,Nail Tech,Come Home The Kids Miss You,2022,pop
Zach Top,track,Are You Lonesome Tonight,Zach Top,2022,pop
Bailey Zimmerman,track,Waiting,Leave The Light On,2022,pop
SZA,track,Snooze,SOS,2022,pop
Shaboozey,track,GAS!,"Cowboys Live Forever, Outlaws Never Die",2022,pop
Memphis May Fire,track,Blood & Water,Make Believe,2022,pop
Lauren Spencer Smith,track,Fingers Crossed,Fingers Crossed,2022,pop
Djo,track,Change,DECIDE,2022,pop
RADWIMPS,track,Suzume,Suzume (Motion Picture Soundtrack),2022,pop
Chase Matthew,track,Everything He Couldn't,Born for This,2022,pop
Ed Sheeran,track,Celestial,Celestial,2022,pop
Avril Lavigne,track,Bite Me,Love Sux,2022,pop
GRAHAM,track,Silhouettes,Silhouettes,2022,pop
P!nk,track,Never Gonna Not Dance Again,Never Gonna Not Dance Again,2022,pop
Dylan Schneider,track,Ain't Missin' You,Ain't Missin' You,2022,pop
David Kushner,track,Miserable Man,Miserable Man,2022,pop
Logan Michael,track,Leave Me Alone,Hope for Tomorrow,2022,pop
Burna Boy,track,It's Plenty,"Love, Damini",2022,pop
ATEEZ,track,Cyberpunk,THE WORLD EP.1 : MOVEMENT,2022,pop
We Came As Romans,track,Daggers,Darkbloom,2022,pop
The Red Clay Strays,track,Don't Care,Moment of Truth,2022,pop
DJ Khaled,track,STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby),2022,pop
Jung Kook,track,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022,pop
Beyoncé,track,BREAK MY SOUL,BREAK MY SOUL,2022,pop
Zach Hood,track,never knew a heart could break itself,never knew a heart could break itself,2022,pop
Khalid,track,Skyline,Skyline,2022,pop
The Chainsmokers,track,High,So Far So Good,2022,pop
Romeo Santos,track,SIRI,"Fórmula, Vol. 3",2022,pop
mgk,track,in these walls (my house) (feat. PVRIS),lockdown sessions,2022,pop
Jacquees,track,Tell Me It's Over (feat. Summer Walker & 6LACK),Sincerely For You,2022,pop
Lykke Li,track,Possibility,Possibility,2022,pop
David Guetta,track,Family Affair (Dance For Me),Family Affair (Dance For Me),2022,pop
Romeo Santos,track,Bebo,"Fórmula, Vol. 3",2022,pop
Florence + The Machine,track,Dream Girl Evil,Dance Fever,2022,pop
Conan Gray,track,Footnote,Superache,2022,pop
Kygo,track,Woke Up in Love,Woke Up in Love,2022,pop
Ian Munsick,track,Long Live Cowgirls (with Cody Johnson),Long Live Cowgirls (with Cody Johnson),2022,pop
Men I Trust,track,Billie Toppy,Billie Toppy,2022,pop
Florence + The Machine,track,King,Dance Fever,2022,pop
Nic D,track,Minefield,Minefield,2022,pop
David Guetta,track,I'm Good (Blue),I'm Good (Blue),2022,pop
Chri$tian Gate$,track,Traumatized,Traumatized,2022,pop
Ado,track,Tot Musica,UTA'S SONGS ONE PIECE FILM RED,2022,pop
Various Artists,track,Dancing On My Own,Bridgerton Season Two (Covers from the Netflix Series),2022,pop
Diplo,track,Don't Forget My Love,Diplo,2022,pop
Arden Jones,track,mr. sunshine,age tape 0,2022,pop
Bailey Zimmerman,track,Where It Ends,Where It Ends,2022,pop
Vance Joy,track,Clarity,In Our Own Sweet Time,2022,pop
Remi Wolf,track,Liz,Juno (Deluxe),2022,pop
Lauv,track,All 4 Nothing (I'm So In Love),All 4 Nothing,2022,pop
Feid,track,Castigo,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022,pop
Beyoncé,track,SUMMER RENAISSANCE,RENAISSANCE,2022,pop
Taylor Swift,track,Question...?,Midnights (3am Edition),2022,pop
ENHYPEN,track,Blessed-Cursed,DIMENSION : ANSWER,2022,pop
Conan Gray,track,Summer Child,Superache,2022,pop
Pheelz,track,Finesse,Finesse,2022,pop
Ado,track,Odo,Kyougen,2022,pop
Zach Top,track,Showboat Gambler,Zach Top,2022,pop
Asake,track,Terminator,Mr. Money With The Vibe,2022,pop
Kid Cudi,track,Stars In The Sky - From Sonic The Hedgehog 2,Stars In The Sky (From Sonic The Hedgehog 2),2022,pop
mgk,track,fake love don't last (feat. iann dior),mainstream sellout,2022,pop
Rema,track,Calm Down,Rave & Roses,2022,pop
John Legend,track,Nervous,LEGEND,2022,pop
BLACKPINK,track,Tally,BORN PINK,2022,pop
The Red Clay Strays,track,Forgive,Moment of Truth,2022,pop
Romeo Santos,track,El Pañuelo,"Fórmula, Vol. 3",2022,pop
Post Malone,track,Cooped Up (with Roddy Ricch),Cooped Up,2022,pop
Halsey,track,Nightmare,"If I Can’t Have Love, I Want Power (Extended)",2022,pop
Måneskin,track,THE LONELIEST,THE LONELIEST,2022,pop
benny blanco,track,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),2022,pop
Red Velvet,track,Feel My Rhythm,‘The ReVe Festival 2022 - Feel My Rhythm’,2022,pop
Lil Durk,track,AHHH HA,AHHH HA,2022,pop
Benson Boone,track,Better Alone,Better Alone,2022,pop
Vwillz,track,Darkside,Darkside,2022,pop
JVKE,track,this is what sadness feels like,this is what ____ feels like (Vol. 1-4),2022,pop
Jonas Blue,track,Don’t Wake Me Up,Don’t Wake Me Up,2022,pop
Ethel Cain,track,Family Tree (Intro),Preacher’s Daughter,2022,pop
sammy rash,track,smile more,smile more,2022,pop
Benson Boone,track,Empty Heart Shaped Box,Walk Me Home...,2022,pop
Sean Paul,track,Like Glue,Dutty Rock (20th Anniversary),2022,pop
almost monday,track,cough drops,cough drops,2022,pop
Sean Paul,track,Gimme the Light,Dutty Rock (20th Anniversary),2022,pop
Justin Bieber,track,Honest (feat. Don Toliver),Honest,2022,pop
Big Thief,track,Certainty,Dragon New Warm Mountain I Believe In You,2022,pop
Ellie Goulding,track,Lights - Sped Up Version,Lights (Sped Up Version),2022,pop
The Lumineers,track,BRIGHTSIDE,BRIGHTSIDE,2022,pop
TX2,track,Vampire By Rumor,Vampire By Rumor,2022,pop
Måneskin,track,SUPERMODEL,SUPERMODEL,2022,pop
Still Woozy,track,Pool,Pool,2022,pop
Wild Rivers,track,Bedrock,Sidelines,2022,pop
Ben Rector,track,Living My Best Life,The Joy of Music,2022,pop
blackbear,track,gfy (with Machine Gun Kelly),in loving memory,2022,pop
We Came As Romans,track,Darkbloom,Darkbloom,2022,pop
Kameron Marlowe,track,Over Now,We Were Cowboys,2022,pop
Feid,track,Normal,Normal,2022,pop
deadmau5,track,Escape - John Summit Remix,Escape (John Summit Remix),2022,pop
Connor Price,track,Spinnin,Spinnin,2022,pop
aespa,track,Black Mamba,Girls - The 2nd Mini Album,2022,pop
Swedish House Mafia,track,Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix,Turn On The Lights again.. (feat. Future & Fred again..) [Remixes],2022,pop
Bryan Martin,track,Lost,Self Inflicted Scars,2022,pop
Loveless,track,happier than ever,happier than ever,2022,pop
SEVENTEEN,track,_WORLD,SEVENTEEN 4th Album Repackage 'SECTOR 17',2022,pop
Phoebe Bridgers,track,Sidelines,Sidelines,2022,pop
Koe Wetzel,track,YellaBush Road,Hell Paso,2022,pop
Danny Ocean,track,Volare,@dannocean,2022,pop
BTS,track,Yet To Come,Proof,2022,pop
Kyle Clark,track,Hope It's Hot Out,Hope It's Hot Out,2022,pop
Maná,track,Te Lloré Un Río,Te Lloré Un Río,2022,pop
ROSALÍA,track,SAOKO,MOTOMAMI,2022,pop
Burna Boy,track,For My Hand (feat. Ed Sheeran),"Love, Damini",2022,pop
Ofenbach,track,Head Shoulders Knees & Toes (feat. Norma Jean Martine),I,2022,pop
Flo Rida,track,High Heels,High Heels,2022,pop
Fireboy DML,track,Diana,Playboy,2022,pop
Milky Chance,track,Synchronize,Trip Tape II,2022,pop
We Came As Romans,track,Plagued,Darkbloom,2022,pop
Beyoncé,track,ALL UP IN YOUR MIND,RENAISSANCE,2022,pop
Chase Matthew,track,We Had It Good,Born for This,2022,pop
Morat,track,Salir Con Vida,SI AYER FUERA HOY,2022,pop
Lady Gaga,track,Hold My Hand,Top Gun: Maverick (Music From The Motion Picture),2022,pop
The 1975,track,Looking For Somebody (To Love),Being Funny In A Foreign Language,2022,pop
aespa,track,Girls,Girls - The 2nd Mini Album,2022,pop
YG,track,Scared Money (feat. J. Cole and Moneybagg Yo),Scared Money,2022,pop
ROLE MODEL,track,forever&more,Rx,2022,pop
Yuridia,track,Me Hace Tanto Bien,Pa' Luego Es Tarde,2022,pop
Paul Partohap,track,P.S. I LOVE YOU,P.S. I LOVE YOU,2022,pop
Dominic Fike,track,"Elliot's Song - From ""Euphoria"" An HBO Original Series","Elliot's Song (From ""Euphoria"" An HBO Original Series)",2022,pop
Koe Wetzel,track,So Low,Hell Paso,2022,pop
LE SSERAFIM,track,FEARLESS,FEARLESS,2022,pop
PinkPantheress,track,Do You Miss Me?,Do you miss me?,2022,pop
Andy Grammer,track,Saved My Life (with R3HAB),Saved My Life (with R3HAB),2022,pop
DJ Noiz,track,Still the One,Still the One,2022,pop
Abby Sage,track,Backwards Directions,Backwards Directions,2022,pop
Warren Zeiders,track,Burn It Down - 717 Tapes,717 Tapes the Album,2022,pop
Conan Gray,track,Memories,Memories,2022,pop
JID,track,Just In Time (feat. Lil Wayne & Kenny Mason),The Forever Story (Extended Version),2022,pop
Drake,track,Flight's Booked,"Honestly, Nevermind",2022,pop
The Weeknd,track,Starry Eyes,Dawn FM,2022,pop
Cooper Alan,track,First Rodeo,First Rodeo,2022,pop
Mad Tsai,track,stacy's brother,stacy's brother,2022,pop
Lainey Wilson,track,Hold My Halo,Bell Bottom Country,2022,pop
Maya Hawke,track,Thérèse,Thérèse,2022,pop
VOILÀ,track,Pull the Plug,Happy Never After,2022,pop
SEVENTEEN,track,CHEERS,SEVENTEEN 4th Album Repackage 'SECTOR 17',2022,pop
GAMPER & DADONI,track,Creep,Creep,2022,pop
Megan Moroney,track,I Love Me,Pistol Made of Roses,2022,pop
Rachel Chinouriri,track,So My Darling - Acoustic,So My Darling (Acoustic),2022,pop
Vince Guaraldi,track,Linus And Lucy,"It's The Great Pumpkin, Charlie Brown (Original Soundtrack Recording)",2022,pop
Kyle Hume,track,Red Flag,Red Flag,2022,pop
Alec Benjamin,track,The Way You Felt,(Un)Commentary,2022,pop
Rex Orange County,track,ONE IN A MILLION,WHO CARES?,2022,pop
mgk,track,why are you here,mainstream sellout (life in pink deluxe),2022,pop
JID,track,Crack Sandwich,The Forever Story (Extended Version),2022,pop
elijah woods,track,everything everywhere always,everything everywhere always,2022,pop
Julia Cole,track,Best Worst Ex,Best Worst Ex,2022,pop
SZA,track,Jodie,Ctrl (Deluxe),2022,pop
Joji,track,Dissolve,SMITHEREENS,2022,pop
Ado,track,Fleeting Lullaby,UTA'S SONGS ONE PIECE FILM RED,2022,pop
Taylor Swift,track,Paris,Midnights (3am Edition),2022,pop
Asake,track,Dull,Mr. Money With The Vibe,2022,pop
DJ Khaled,track,Juice WRLD DID (feat. Juice WRLD),GOD DID,2022,pop
Vansire,track,Night Vision,The Modern Western World,2022,pop
fromis_9,track,DM,Midnight Guest,2022,pop
Lizzy McAlpine,track,erase me,five seconds flat,2022,pop
Koe Wetzel,track,Money Spent,Hell Paso,2022,pop
Bayanni,track,Ta Ta Ta,Bayanni,2022,pop
Asake,track,Organise,Mr. Money With The Vibe,2022,pop
Jay Webb,track,Booty Cheeks,Booty Cheeks,2022,pop
Rex Orange County,track,"OPEN A WINDOW (feat. Tyler, The Creator)",WHO CARES?,2022,pop
Morat,track,Debí Suponerlo,SI AYER FUERA HOY,2022,pop
Drake,track,Falling Back,"Honestly, Nevermind",2022,pop
Kenia OS,track,Malas Decisiones,K23,2022,pop
DJ Khaled,track,BEAUTIFUL (feat. Future & SZA),GOD DID,2022,pop
Izzamuzzic,track,Shootout (Sped Up),Shootout (Sped Up),2022,pop
Ricky Montgomery,track,Talk to You,Edits,2022,pop
Post Malone,track,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,2022,pop
Ethel Cain,track,Western Nights,Preacher’s Daughter,2022,pop
The Weeknd,track,I Heard You’re Married (feat. Lil Wayne),Dawn FM,2022,pop
Charlie Puth,track,That's Hilarious,CHARLIE,2022,pop
JID,track,Can’t Punk Me (feat. EARTHGANG),The Forever Story (Extended Version),2022,pop
Sia,track,Unstoppable - R3HAB Remix,Unstoppable (R3HAB Remix),2022,pop
NAYEON,track,LOVE COUNTDOWN (Feat. Wonstein),IM NAYEON,2022,pop
YG,track,Toxic,Toxic,2022,pop
Lil Durk,track,Hanging With Wolves,Hanging With Wolves,2022,pop
Kevin Gates,track,Bad For Me,Khaza,2022,pop
Ryan Mack,track,Sleepyhead,Sleepyhead,2022,pop
Sam Short,track,Naked,Naked,2022,pop
Ingrid Andress,track,Wishful Drinking (with Sam Hunt) - Bonus Track,Good Person,2022,pop
Pusha T,track,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),It's Almost Dry,2022,pop
Shaboozey,track,Sticks and Stones,"Cowboys Live Forever, Outlaws Never Die",2022,pop
Bazzi,track,Young & Alive,Infinite Dream,2022,pop
Wild Rivers,track,Weatherman,Sidelines,2022,pop
Post Malone,track,Lemon Tree,Twelve Carat Toothache,2022,pop
Alok,track,Headlights (feat. KIDDO),Headlights (feat. KIDDO),2022,pop
The 1975,track,When We Are Together,Being Funny In A Foreign Language,2022,pop
Daniel Seavey,track,Can We Pretend That We’re Good?,Can We Pretend That We’re Good?,2022,pop
David Kushner,track,Mr. Forgettable,Mr. Forgettable,2022,pop
Connor Price,track,Easy,Easy,2022,pop
Post Malone,track,I Cannot Be (A Sadder Song) (with Gunna),Twelve Carat Toothache,2022,pop
aespa,track,Illusion,Girls - The 2nd Mini Album,2022,pop
Alok,track,All By Myself,All By Myself,2022,pop
Lizzy McAlpine,track,all my ghosts,five seconds flat,2022,pop
Jacquees,track,When You Bad Like That (feat. Future),Sincerely For You,2022,pop
Chappell Roan,track,Pink Pony Club,Pink Pony Club,2022,pop
Kameron Marlowe,track,Steady Heart,We Were Cowboys,2022,pop
ENHYPEN,track,SHOUT OUT,MANIFESTO : DAY 1,2022,pop
Drake,track,Currents,"Honestly, Nevermind",2022,pop
Ed Sheeran,track,2step (feat. Lil Baby),2step (feat. Lil Baby),2022,pop
TOMORROW X TOGETHER,track,Opening Sequence,minisode 2: Thursday's Child,2022,pop
Sofía Reyes,track,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Mal De Amores,2022,pop
Graham Barham,track,BREAK IT IN A BAR,BREAK IT IN A BAR,2022,pop
Stray Kids,track,CIRCUS,CIRCUS,2022,pop
Bella Poarch,track,Villain,Dolls EP,2022,pop
ENHYPEN,track,ParadoXXX Invasion,MANIFESTO : DAY 1,2022,pop
DJ Khaled,track,STAYING ALIVE (feat. Drake & Lil Baby),GOD DID,2022,pop
My Chemical Romance,track,The Foundations of Decay,The Foundations of Decay,2022,pop
5 Seconds of Summer,track,Bad Omens,5SOS5,2022,pop
RADWIMPS,track,Suzume (feat. Toaka),Suzume (feat. Toaka),2022,pop
Shaboozey,track,My Love,"Cowboys Live Forever, Outlaws Never Die",2022,pop
The Weeknd,track,Don’t Break My Heart,Dawn FM,2022,pop
Joel Sunny,track,Middle Of The Night (Violin),Middle Of The Night (Violin),2022,pop
Ruger,track,Girlfriend,The Second Wave (Deluxe),2022,pop
FKA twigs,track,oh my love,CAPRISONGS,2022,pop
Selena Gomez,track,My Mind & Me,My Mind & Me,2022,pop
Drake,track,Liability,"Honestly, Nevermind",2022,pop
Tove Lo,track,No One Dies From Love,Dirt Femme,2022,pop
Matt Schuster,track,Ophelia,Ophelia,2022,pop
Magnolia Park,track,Misfits,Baku's Revenge,2022,pop
Ethel Cain,track,Everytime - Spotify Singles,Everytime - Spotify Singles,2022,pop
Emei,track,Late to the Party,Late to the Party,2022,pop
Vince Guaraldi,track,Snoopy And The Leaf / Frieda (With The Naturally Curly Hair),"It's The Great Pumpkin, Charlie Brown (Original Soundtrack Recording)",2022,pop
Justine Skye,track,Collide (Sped Up Remix),Collide (Remix Pack),2022,pop
Nessa Barrett,track,die first,die first,2022,pop
Alvvays,track,Tile By Tile,Blue Rev,2022,pop
DJ Khaled,track,"GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",GOD DID,2022,pop
Bazzi,track,I Like That,Infinite Dream,2022,pop
Eyedress,track,A GOOD LIFE,FULL TIME LOVER,2022,pop
Sub Urban,track,UH OH! (feat. BENEE),HIVE,2022,pop
Ozuna,track,Hey Mor,Hey Mor,2022,pop
Captainsparklez,track,Revenge,Revenge,2022,pop
Seven Lions,track,Rush Over Me (feat. HALIENE),10 Years of Seven Lions,2022,pop
5 Seconds of Summer,track,COMPLETE MESS,5SOS5,2022,pop
Ed Sheeran,track,The Joker And The Queen (feat. Taylor Swift),The Joker And The Queen (feat. Taylor Swift),2022,pop
STAYC,track,RUN2U,YOUNG-LUV.COM,2022,pop
beabadoobee,track,Talk,Talk,2022,pop
Jet Trouble,track,Where To Find Me,Though None Go,2022,pop
beabadoobee,track,See you Soon,Beatopia,2022,pop
MK,track,Better (feat. Teddy Swims),Better (feat. Teddy Swims),2022,pop
Natalie Jane,track,Seven,Seven,2022,pop
Memphis May Fire,track,Somebody,Make Believe,2022,pop
Tory Lanez,track,Hennessy Memories,Sorry 4 What,2022,pop
Calvin Harris,track,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),2022,pop
Cordae,track,Chronicles (feat. H.E.R. & Lil Durk),From a Birds Eye View,2022,pop
LE SSERAFIM,track,Impurities,ANTIFRAGILE,2022,pop
ITZY,track,Cheshire,CHESHIRE,2022,pop
Kygo,track,Woke Up in Love,Thrill Of The Chase,2022,pop
SEVENTEEN,track,Shadow,SEVENTEEN 4th Album 'Face the Sun',2022,pop
Lil Durk,track,Expedite This Letter,7220 (Deluxe),2022,pop
Martin Garrix,track,Hero,Hero,2022,pop
Cuco,track,First Of The Year,First Of The Year,2022,pop
Kid Cudi,track,Do What I Want,Entergalactic,2022,pop
Ella Langley,track,Country Boy's Dream Girl,Country Boy's Dream Girl,2022,pop
Swedish House Mafia,track,Redlight,Paradise Again,2022,pop
Bizarrap,track,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51",2022,pop
Frankie Cosmos,track,Abigail,Inner World Peace,2022,pop
Russ,track,HANDSOMER,HANDSOMER,2022,pop
natori,track,Overdose,Overdose,2022,pop
David Kushner,track,Cigarettes,Footprints I Found,2022,pop
SEVENTEEN,track,Darl+ing,SEVENTEEN 4th Album 'Face the Sun',2022,pop
Kygo,track,Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),2022,pop
Ethel Cain,track,Everytime - Spotify Singles,Everytime - Spotify Singles,2022,pop
Dreamville,track,Freedom of Speech (with J. Cole),D-Day: A Gangsta Grillz Mixtape,2022,pop
JID,track,Sistanem,The Forever Story (Extended Version),2022,pop
Kelly Clarkson,track,Happier Than Ever,Happier Than Ever,2022,pop
OneRepublic,track,West Coast,West Coast,2022,pop
mgk,track,more than life (feat. glaive),mainstream sellout (life in pink deluxe),2022,pop
Omar Apollo,track,Go Away,Ivory,2022,pop
ロクデナシ,track,知らないままで,知らないままで,2022,pop
Vince Guaraldi,track,The Great Pumpkin Waltz - Reprise,"It's The Great Pumpkin, Charlie Brown (Original Soundtrack Recording)",2022,pop
Zedd,track,Make You Say,Make You Say,2022,pop
Emei,track,Ferris Bueller,End of an Era,2022,pop
Nate Smith,track,Wreckage,Wreckage,2022,pop
Dan Bremnes,track,Fingerprints,Into The Wild,2022,pop
mgk,track,5150,mainstream sellout,2022,pop
LO Worship,track,Steady Light,Steady Light,2022,pop
Macabre Plaza,track,Till the Wheels Fall Off,Out With the Old in With the Taboo,2022,pop
Vince Guaraldi,track,Charlie Brown Theme / Charlie Brown Theme (Minor Theme)/ Graveyard Theme (Reprise),"It's The Great Pumpkin, Charlie Brown (Original Soundtrack Recording)",2022,pop
Conan Gray,track,Best Friend,Superache,2022,pop
quinnie,track,touch tank,touch tank,2022,pop
LE SSERAFIM,track,Blue Flame,FEARLESS,2022,pop
MEDUZA,track,Bad Memories - Felix Jaehn Remix,Bad Memories (Felix Jaehn Remix),2022,pop
King Clave,track,Mi Corazón Lloró,La Gran Fiesta Formoseña,2022,pop
Jonah Kagen,track,broken,georgia got colder,2022,pop
AP Dhillon,track,Summer High,Summer High,2022,pop
Will Linley,track,Last Call,Last Call,2022,pop
Yeah Yeah Yeahs,track,Spitting Off the Edge of the World,Cool It Down,2022,pop
Bailey Zimmerman,track,Rock and A Hard Place,Leave The Light On,2022,pop
mgk,track,more than life (feat. glaive),more than life (feat. glaive),2022,pop
elijah woods,track,fingers crossed,fingers crossed,2022,pop
Maisie Peters,track,Not Another Rockstar,Not Another Rockstar,2022,pop
Rauw Alejandro,track,PUNTO 40,PUNTO 40,2022,pop
Kany García,track,La Siguiente,La Siguiente,2022,pop
Red Velvet,track,In My Dreams,‘The ReVe Festival 2022 - Feel My Rhythm’,2022,pop
mxmtoon,track,mona lisa,rising,2022,pop
TAEYEON,track,INVU,INVU - The 3rd Album,2022,pop
NOTD,track,Never A Good Time,NOTED...EP,2022,pop
Connor Price,track,Start Again,Start Again,2022,pop
Florida Georgia Line,track,Up Down,Greatest Hits,2022,pop
Dexys Midnight Runners,track,Come On Eileen - Single Edit,Too-Rye-Ay (As It Should Have Sounded 2022),2022,pop
NMIXX,track,O.O,AD MARE,2022,pop
Redferrin,track,Tell 'Em Why,Tell 'Em Why,2022,pop
Kameron Marlowe,track,Burn 'Em All,We Were Cowboys,2022,pop
JVKE,track,i'm not okay,this is what ____ feels like (Vol. 1-4),2022,pop
The Game,track,Eazy,Eazy,2022,pop
mgk,track,9 lives,mainstream sellout (life in pink deluxe),2022,pop
NCT DREAM,track,Candy,Candy - Winter Special Mini Album,2022,pop
Lil Durk,track,No Interviews,7220,2022,pop
Nic D,track,Serotonin,Serotonin,2022,pop
Huddy,track,All the Things I Hate About You,All the Things I Hate About You,2022,pop
Rema,track,Soundgasm,Rave & Roses,2022,pop
Wild Rivers,track,Stubborn Heart,Sidelines,2022,pop
Chandler Leighton,track,I THINK YOU TURNED ME,I THINK YOU TURNED ME,2022,pop
almost monday,track,sun keeps on shining,sun keeps on shining,2022,pop
King,track,Maan Meri Jaan,Champagne Talk,2022,pop
beabadoobee,track,broken cd,Beatopia,2022,pop
Avvy Sra,track,White Brown Black,White Brown Black,2022,pop
FLETCHER,track,Becky's So Hot,Girl Of My Dreams,2022,pop
We Came As Romans,track,Golden,Darkbloom,2022,pop
James Arthur,track,Car's Outside - Sped Up Version,Car's Outside,2022,pop
Tai Verdes,track,how deep?,how deep?,2022,pop
TOMORROW X TOGETHER,track,Lonely Boy (The tattoo on my ring finger),minisode 2: Thursday's Child,2022,pop
Vansire,track,Nosebleed Seats,The Modern Western World,2022,pop
Drew Green,track,Good Ol' Man,Good Ol' Man,2022,pop
Stray Kids,track,Maknae On Top (I.N),SKZ-REPLAY,2022,pop
Topic,track,Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),2022,pop
Alex Warren,track,Headlights,Headlights,2022,pop
TREASURE,track,DARARI,THE SECOND STEP : CHAPTER ONE,2022,pop
Charli xcx,track,Baby,CRASH,2022,pop
Drake,track,Calling My Name,"Honestly, Nevermind",2022,pop
Warren Zeiders,track,Ride It Hard,Ride It Hard,2022,pop
SEULGI,track,28 Reasons,28 Reasons - The 1st Mini Album,2022,pop
Sean Stemaly,track,Come Back To Bed,Product Of A Small Town,2022,pop
Vince Guaraldi,track,Linus And Lucy - Reprise,"It's The Great Pumpkin, Charlie Brown (Original Soundtrack Recording)",2022,pop
Stray Kids,track,"3RACHA (Bang Chan, Changbin, HAN)",MAXIDENT,2022,pop
Queen Naija,track,Hate Our Love (with Big Sean),Hate Our Love (with Big Sean),2022,pop
David Morris,track,Carrying Your Love,Hometown Heartbreak,2022,pop
Bailey Zimmerman,track,Trainwreck,Leave The Light On,2022,pop
Tate McRae,track,go away,i used to think i could fly,2022,pop
XG,track,MASCARA,MASCARA,2022,pop
Kany García,track,Agüita e Coco,El Amor Que Merecemos,2022,pop
Jack Harlow,track,I Got A Shot,Come Home The Kids Miss You,2022,pop
Stray Kids,track,FREEZE,ODDINARY,2022,pop
Kidsnot$aints.,track,"Love, Always","Love, Always",2022,pop
Drake,track,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",2022,pop
j-hope,track,MORE,MORE,2022,pop
Megan Moroney,track,He Made Me Do It,Pistol Made of Roses,2022,pop
Matt Hansen,track,break my heart,break my heart,2022,pop
Kungs,track,Never Going Home,Club Azur,2022,pop
Grimes,track,Shinigami Eyes,Shinigami Eyes,2022,pop
Movements,track,Cherry Thrill,Cherry Thrill,2022,pop
Level 42,track,"Something About You - 7"" Version","7"" Singles",2022,pop
almost monday,track,sunburn,sunburn,2022,pop
Joji,track,BLAHBLAHBLAH DEMO,SMITHEREENS,2022,pop
SEVENTEEN,track,DON QUIXOTE,SEVENTEEN 4th Album 'Face the Sun',2022,pop
Andy Grammer,track,Joy,Joy,2022,pop
PinkPantheress,track,Where You Are (feat. WILLOW),Where you are (feat. WILLOW),2022,pop
Bella Poarch,track,Dolls,Dolls,2022,pop
Dean Lewis,track,Looks Like Me,The Hardest Love,2022,pop
Shae Gill,track,Pasoori,Pasoori,2022,pop
The Ballroom Thieves,track,In the Morning,Clouds,2022,pop
Chappell Roan,track,Casual,Casual,2022,pop
Sebastian Yatra,track,Chica Ideal,Dharma,2022,pop
Maggie Lindemann,track,she knows it,SUCKERPUNCH,2022,pop
Audien,track,One Last Dance,One Last Dance,2022,pop
Ingrid Andress,track,Feel Like This,Good Person,2022,pop
Diljit Dosanjh,track,Lemonade,Drive Thru,2022,pop
Tiësto,track,Pump It Louder,Pump It Louder,2022,pop
Prince Royce,track,Si Te Preguntan... - feat. Nicky Jam & Jay Wheeler,Si Te Preguntan... (feat. Nicky Jam & Jay Wheeler),2022,pop
Lana Del Rey,track,Buddy's Rendezvous,Buddy's Rendezvous,2022,pop
Feid,track,Ferxxo 100,Ferxxo 100,2022,pop
Chandler Leighton,track,Witch Hunt,Witch Hunt,2022,pop
David Kushner,track,Look Back & Laugh,Footprints I Found,2022,pop
BTS,track,For Youth,Proof,2022,pop
Matt Hansen,track,dead the day ur gone,dead the day ur gone,2022,pop
Jimin,track,With you,"Our Blues, Pt. 4 (Original Television Soundtrack)",2022,pop
Sofia Carson,track,Come Back Home,Purple Hearts (Original Soundtrack),2022,pop
TWICE,track,Basics,BETWEEN 1&2,2022,pop
Jay Chou,track,說好不哭,最偉大的作品,2022,pop
Lil Durk,track,Computer Murderers,7220 (Reloaded),2022,pop
Aditya Rikhari,track,Samjho Na,Samjho Na,2022,pop
NAYEON,track,NO PROBLEM (Feat. Felix of Stray Kids),IM NAYEON,2022,pop
Sabrina Carpenter,track,Nonsense - Sped Up Version,Nonsense (Sped Up Version),2022,pop
Natalie Jane,track,AVA,AVA,2022,pop
Troy Cartwright,track,That's Why,Just Kids,2022,pop
Megan Moroney,track,Keep the Flowers,Pistol Made of Roses,2022,pop
Suki Waterhouse,track,Nostalgia,Nostalgia,2022,pop
