artista,tipo,título_canción,nombre_album,año,genre
Various Artists,track,Ain't No Reason,Amerikinda: 20 Years of Dualtone,2021,indie
Ryan Woods,track,Bad Texter,King of the Basement,2021,indie
Still Woozy,track,Kenny,Kenny,2021,indie
Sons Of The East,track,Millionaire,Millionaire,2021,indie
Lake Street Dive,track,Know That I Know,Obviously,2021,indie
Lonely God,track,Marlboro Nights 2,Marlboro Nights 2,2021,indie
MercyMe,track,Inhale,inhale (exhale),2021,indie
Valley,track,Oh shit…are we in love?,Last Birthday,2021,indie
AJR,track,Christmas in June,OK ORCHESTRA,2021,indie
for KING & COUNTRY,track,For God Is With Us,For God Is With Us,2021,indie
Tom Cardy,track,Why Am I Anxious,Artificial Intelligence,2021,indie
Masego,track,Yamz,Yamz,2021,indie
beabadoobee,track,Animal Noises,Our Extended Play,2021,indie
The Orion Experience,track,All Dolled Up,Fever Dream,2021,indie
Paul Zach,track,The Lord's Prayer,Hymns,2021,indie
AJR,track,Adventure Is Out There,OK ORCHESTRA,2021,indie
Benny Sings,track,Rolled Up,Music,2021,indie
Arthur Nery,track,Pagsamo,Pagsamo,2021,indie
Sarah Jarosz,track,I Still Haven't Found What I'm Looking For,I Still Haven't Found What I'm Looking For / my future,2021,indie
Bathe,track,Jetlagged,Bicoastal,2021,indie
Brandi Carlile,track,Right on Time,In These Silent Days,2021,indie
mike.,track,real things,the highs.,2021,indie
Royal Blood,track,Oblivion,Typhoons,2021,indie
Lizzy McAlpine,track,In Agreement,When The World Stopped Moving: The Live EP,2021,indie
Derivakat,track,Syndicate,Songs of the SMP,2021,indie
Chet Faker,track,Low,Hotel Surrender,2021,indie
Del Water Gap,track,Sorry I Am,Del Water Gap,2021,indie
Hotel Ugly,track,Sink Water,Sink Water,2021,indie
late night drive home,track,Euphoria,Am I sinking or Am I swimming?,2021,indie
Wolf Alice,track,No Hard Feelings,Blue Weekend,2021,indie
The Blue Stones,track,Shakin' Off The Rust,Hidden Gems,2021,indie
The Paper Kites,track,Without Your Love,Roses,2021,indie
Bo Burnham,track,Unpaid Intern,INSIDE,2021,indie
Bo Burnham,track,FaceTime with my Mom (Tonight),INSIDE,2021,indie
The Kiffness,track,Please Go Away,Cat Jams (Deluxe Ep),2021,indie
HUMBE,track,últimamente,AURORA,2021,indie
WhoMadeWho,track,Abu Simbel,Abu Simbel,2021,indie
Garrett Kato,track,Be,Be,2021,indie
Arlo Parks,track,Too Good,Collapsed In Sunbeams,2021,indie
Claud,track,Soft Spot,Super Monster,2021,indie
Manchester Orchestra,track,Telepath,The Million Masks Of God,2021,indie
Lizzy McAlpine,track,...What Are We?,When The World Stopped Moving: The Live EP,2021,indie
Tai Verdes,track,Let's go to Hell,Let's go to Hell,2021,indie
Egg,track,rises the moon,rises the moon,2021,indie
Glass Animals,track,Heat Waves - Diplo Remix,Dreamland (+ Bonus Levels),2021,indie
José González,track,Horizons,Local Valley,2021,indie
Japanese Breakfast,track,Slide Tackle,Jubilee,2021,indie
Paper Planes,track,Midnight,Sunset Traveler,2021,indie
NEEDTOBREATHE,track,I Am Yours,Into The Mystery,2021,indie
Salt Tree,track,Out of the Water,Out Of The Water,2021,indie
Tubbo,track,Life By The Sea,Life By The Sea,2021,indie
Wet,track,Bound,Letter Blue,2021,indie
RÜFÜS DU SOL,track,Devotion,Surrender,2021,indie
Faye Webster,track,Cheers,I Know I'm Funny haha,2021,indie
AJR,track,My Play,OK ORCHESTRA,2021,indie
Ginger Root,track,City Slicker,City Slicker,2021,indie
Derivakat,track,Doomsday,Records of the SMP,2021,indie
Various Artists,track,Dive Back In Time - 动画《时光代理人》片头曲,时光代理人 (动画《时光代理人》原声带),2021,indie
Dead Poet Society,track,.CoDA.,-!- (Deluxe),2021,indie
Bleachers,track,Stop Making This Hurt,Take the Sadness Out of Saturday Night,2021,indie
KALEO,track,I Want More,Surface Sounds,2021,indie
Ethel Cain,track,God's Country (feat. Wicca Phase Springs Eternal),Inbred,2021,indie
Mickey Darling,track,You Were Perfect & I'm Sorry,You Were Perfect & I'm Sorry,2021,indie
Halsey,track,Bells in Santa Fe,"If I Can’t Have Love, I Want Power",2021,indie
Leon Bridges,track,Sho Nuff,Gold-Diggers Sound,2021,indie
Aisha Badru,track,The Way Back Home,The Way Back Home,2021,indie
david hugo,track,Die Right Here,Die Right Here,2021,indie
Faye Webster,track,A Stranger,I Know I'm Funny haha,2021,indie
Q,track,Garage Rooftop,The Shave Experiment (Director's Cut),2021,indie
Couch,track,Still Feeling You,COUCH,2021,indie
Mickey Darling,track,VROOM VROOM,VROOM VROOM,2021,indie
mike.,track,gang,the highs.,2021,indie
Jhariah,track,ENTER: A BEGINNER'S GUIDE TO FAKING YOUR DEATH,A BEGINNER'S GUIDE TO FAKING YOUR DEATH,2021,indie
Big Red Machine,track,Phoenix,How Long Do You Think It's Gonna Last?,2021,indie
late night drive home,track,Nostalgic Love Rock,Am I sinking or Am I swimming?,2021,indie
mazie,track,i think i wanna be alone,the rainbow cassette,2021,indie
Inhaler,track,When It Breaks,It Won't Always Be Like This,2021,indie
NOAHFINNCE,track,LIFE'S A BIT,STUFF FROM MY BRAIN,2021,indie
Del Water Gap,track,Hurting Kind,Del Water Gap,2021,indie
Beach Bunny,track,Cloud 9 (feat. Tegan and Sara),Cloud 9 (feat. Tegan and Sara),2021,indie
Phil Wickham,track,God of Revival,Hymn Of Heaven,2021,indie
Men I Trust,track,Sorbitol,Untourable Album,2021,indie
Sarah and the Sundays,track,Vices,The Living End,2021,indie
Ethel Cain,track,Two-Headed Mother,Inbred,2021,indie
Lovejoy,track,The Fall,Pebble Brain,2021,indie
Big Red Machine,track,Birch,How Long Do You Think It's Gonna Last?,2021,indie
Rare Americans,track,Brittle Bones Nicky 2,Brittle Bones Nicky 2,2021,indie
L'Impératrice,track,Peur des filles,Tako Tsubo,2021,indie
Mad Tsai,track,that friend,that friend,2021,indie
Lovejoy,track,Concrete,Pebble Brain,2021,indie
Noga Erez,track,VIEWS,KIDS (Bonus Edition),2021,indie
AJR,track,Joe,OK ORCHESTRA,2021,indie
Fievel Is Glauque,track,Bring Me to Silence,God’s Trashmen Sent to Right the Mess,2021,indie
Cruza,track,Malibu,Dog Daze,2021,indie
Far Caspian,track,Brother,Ways To Get Out,2021,indie
Cruza,track,Dog Daze,Dog Daze,2021,indie
HAIM,track,The Steps,Women In Music Pt. III,2021,indie
Remi Wolf,track,Guerrilla,Juno,2021,indie
Still Woozy,track,Rocky,Rocky,2021,indie
Lena Raine,track,Left to Bloom,Minecraft: Caves & Cliffs (Original Game Soundtrack),2021,indie
Inhaler,track,It Won't Always Be Like This,It Won't Always Be Like This,2021,indie
Current Joys,track,American Honey,Voyager,2021,indie
Halsey,track,"I am not a woman, I'm a god","If I Can’t Have Love, I Want Power",2021,indie
Ginger Root,track,Loretta - 日本語 version,Loretta (日本語 version),2021,indie
Clairo,track,Wade,Sling,2021,indie
girl in red,track,hornylovesickmess,if i could make it go quiet,2021,indie
Joe P,track,Fighting in the Car,Emily Can't Sing,2021,indie
Waterparks,track,You’d Be Paranoid Too (If Everyone Was Out To Get You),Greatest Hits,2021,indie
Still Woozy,track,Woof,"If This Isn’t Nice, I Don’t Know What Is",2021,indie
Wet Leg,track,Chaise Longue,Chaise Longue,2021,indie
carpetgarden,track,Can Ghosts Be Gay?,The Way He Looks,2021,indie
MARINA,track,Purge The Poison,Ancient Dreams In A Modern Land,2021,indie
Petey,track,Haircut,Other Stuff,2021,indie
Sodikken,track,Gretel,Hansel & Gretel,2021,indie
Rio Romeo,track,Fuck It,Fuck It,2021,indie
José González,track,Line Of Fire,Local Valley,2021,indie
Saint Motel,track,Preach,The Original Motion Picture Soundtrack,2021,indie
rum.gold,track,Thank You,Thicker Than Water,2021,indie
Annie DiRusso,track,Coming Soon,Coming Soon,2021,indie
girl in red,track,Did You Come?,if i could make it go quiet,2021,indie
Wet Leg,track,Wet Dream,Wet Dream,2021,indie
mike.,track,blue water,the highs.,2021,indie
FINNEAS,track,A Concert Six Months From Now,Optimist,2021,indie
Rare Americans,track,Milk Man,Rare Americans 2,2021,indie
Still Woozy,track,That's Life,That's Life,2021,indie
OR3O,track,Help Me,Clover,2021,indie
Clairo,track,Management,Sling,2021,indie
Fiddlehead,track,Million Times,Between the Richness,2021,indie
Del Water Gap,track,Alone Together,Del Water Gap,2021,indie
Dayglow,track,Balcony,Harmony House,2021,indie
Jordana,track,The Party's Not Over,Summer's Over,2021,indie
G-Eazy,track,Moana,These Things Happen Too (Deluxe),2021,indie
Antoine Bradford,track,Trust in You,Light Will Find You,2021,indie
Faye Webster,track,Half of Me,I Know I'm Funny haha,2021,indie
Radiohead,track,Everything In Its Right Place,KID A MNESIA,2021,indie
Arlo Parks,track,Caroline,Collapsed In Sunbeams,2021,indie
Derivakat,track,Captain's Call,Captain's Call,2021,indie
Halsey,track,Lilith,"If I Can’t Have Love, I Want Power",2021,indie
Waterparks,track,Numb,Greatest Hits,2021,indie
LEISURE,track,Be With You,Sunsetter,2021,indie
Christian Leave,track,Your Life Your Time,Your Life Your Time,2021,indie
Bathe,track,Spanish Moss,Bicoastal,2021,indie
Arrows in Action,track,Endeavor,Be More.,2021,indie
LEISURE,track,Flipside,Sunsetter,2021,indie
Måneskin,track,LA PAURA DEL BUIO,Teatro d'ira - Vol. I,2021,indie
chloe moriondo,track,Bodybag,Blood Bunny,2021,indie
Houndmouth,track,Cool Jam,Good For You,2021,indie
mike.,track,what i know,the highs.,2021,indie
Sara Kays,track,Struck by Lightning (feat. Cavetown),Struck By Lightning (feat. Cavetown),2021,indie
Terry Presume,track,Act Up,What Box?,2021,indie
Bo Burnham,track,Sexting,INSIDE,2021,indie
Husbands,track,Burn the Witches,Must Be a Cop,2021,indie
Arrows in Action,track,Only Be Mine,Be More.,2021,indie
Derivakat,track,4AM,Songs of the SMP,2021,indie
Kembe X,track,Cozy Forever,Cozy Forever,2021,indie
Lostboycrow,track,Candy Wine,Valleyheart,2021,indie
spill tab,track,Grade A (feat. JAWNY),Grade A (feat. JAWNY),2021,indie
Tai Verdes,track,Solamente,TV,2021,indie
Verses,track,Lamentations 3:21-23,Lamentations 3:21-23,2021,indie
Julien Baker,track,Faith Healer,Little Oblivions,2021,indie
Clairo,track,Little Changes,Sling,2021,indie
MIKE,track,Aww (Zaza),Disco!,2021,indie
YONAKA,track,Clique,Seize the Power,2021,indie
Land of Color,track,Collide,Show Me What It Means,2021,indie
Mother Mother,track,Until It Doesn’t Hurt,Inside,2021,indie
Terry Presume,track,Don't Wait Forever,What Box?,2021,indie
Planet Giza,track,Why Do You Run,Don't Throw Rocks At The Moon,2021,indie
Houses,track,Fast Talk,Drugstore Heaven,2021,indie
Malz Monday,track,Save Yourself,Super Heroes Don’t Exist,2021,indie
chloe moriondo,track,Bodybag,Blood Bunny,2021,indie
Various Artists,track,Yes I Guess They Oughta Name A Drink After You,"Broken Hearts & Dirty Windows: Songs of John Prine, Vol. 2",2021,indie
The Marías,track,DÁKITI – Spotify Singles,Spotify Singles,2021,indie
reggie,track,AIN'T GON STOP ME,Ain't Gon Stop Me,2021,indie
Paper Planes,track,We Are,Lighter Times,2021,indie
Kevin Ross,track,Looking For Love,Drive 2,2021,indie
MJ Lenderman,track,TV Dinners,Knockin',2021,indie
KALEO,track,Brother Run Fast,Surface Sounds,2021,indie
Lucy Dacus,track,Christine,Home Video,2021,indie
Derivakat,track,4AM,Songs of the SMP,2021,indie
Flozigg,track,MUTUAL,Beige,2021,indie
Phoebe Bridgers,track,Day After Tomorrow,Day After Tomorrow,2021,indie
DICE,track,Stop Sign,Stop Sign,2021,indie
Zack Fox,track,mind your business,shut the fuck up talking to me,2021,indie
Foxtide,track,She's Not Yours,Visions,2021,indie
Shakey Graves,track,Chinatown,Roll The Bones X,2021,indie
Little Stranger,track,Way of the Ghost,Trip Around Saturn,2021,indie
Tora,track,Inundated,A Force Majeure,2021,indie
Parcels,track,Somethinggreater,Day/Night,2021,indie
MOD SUN,track,Flames (feat. Avril Lavigne),Internet Killed The Rockstar,2021,indie
mike.,track,bar hoppin’,the highs.,2021,indie
MOD SUN,track,Flames (feat. Avril Lavigne),Flames (feat. Avril Lavigne),2021,indie
KALEO,track,Skinny,Surface Sounds,2021,indie
Hopsin,track,Alone With Me,Alone With Me,2021,indie
FINNEAS,track,The Kids Are All Dying,Optimist,2021,indie
Sodikken,track,Redmageddon,Redmageddon,2021,indie
Emotional Oranges,track,Body & Soul (feat. Biig Piig),The Juicebox,2021,indie
Bo Burnham,track,Bezos II,INSIDE,2021,indie
Anuv Jain,track,Gul,Gul,2021,indie
Lovejoy,track,Cause for Concern,Are You Alright?,2021,indie
for KING & COUNTRY,track,RELATE,RELATE,2021,indie
Wilder Woods,track,heavenly light (work tape),heavenly light (work tape),2021,indie
KALEO,track,Backbone,Surface Sounds,2021,indie
Indigo De Souza,track,Kill Me,Any Shape You Take,2021,indie
Will Wood,track,When Somebody Needs You (Song),Camp Here & There: Campfire Songs Edition,2021,indie
Goody Grace,track,Scumbag (feat. blink-182),Don't Forget Where You Came From,2021,indie
Lovejoy,track,It's All Futile! It's All Pointless!,Pebble Brain,2021,indie
Japanese Breakfast,track,Posing For Cars,Jubilee,2021,indie
Glass Animals,track,I Don't Wanna Talk (I Just Wanna Dance),I Don't Wanna Talk (I Just Wanna Dance),2021,indie
Fish in a Birdcage,track,Rule #23 - Birds of a Feather,Rule #23 - Birds of a Feather,2021,indie
Noah Kahan,track,Godlight,Godlight,2021,indie
FINNEAS,track,Love is Pain,Optimist,2021,indie
Ethel Cain,track,Crush - Stripped,Crush (Stripped),2021,indie
Bo Burnham,track,All Time Low,INSIDE,2021,indie
UNDRESSD,track,Forever Young - LIZOT Remix,Forever Young (LIZOT Remix),2021,indie
Tempest,track,Lemon Pepper Wet,Lemon Pepper,2021,indie
The Band CAMINO,track,Know It All,The Band CAMINO,2021,indie
HAIM,track,Leaning On You,Women In Music Pt. III,2021,indie
Wallice,track,23,23,2021,indie
Masego,track,Garden Party,Garden Party,2021,indie
Sarah Kinsley,track,I'm Not A Mountain,The King,2021,indie
Lizzy McAlpine,track,Let Light Be Light,When The World Stopped Moving: The Live EP,2021,indie
Quinn XCII,track,"Hey, Goodbye",Change of Scenery II,2021,indie
NEEDTOBREATHE,track,I Wanna Remember (feat. Carrie Underwood),Into The Mystery,2021,indie
Bo Burnham,track,Any Day Now,INSIDE,2021,indie
Men I Trust,track,Always Lone,Untourable Album,2021,indie
Trevor Hall,track,put down what you are carrying (with Brett Dennen),IN AND THROUGH THE BODY (DELUXE EDITION),2021,indie
Leon Bridges,track,Don't Worry (feat. Ink),Gold-Diggers Sound,2021,indie
Old Sea Brigade,track,Day by Day - Acoustic,Day by Day (Acoustic),2021,indie
Phil Wickham,track,His Name Is Jesus,Hymn Of Heaven,2021,indie
Matthew Fowler,track,I’m Still Trying,The Grief We Gave Our Mother,2021,indie
eAeon,track,Don't (feat. RM),Fragile,2021,indie
The Marías,track,The Mice Inside This Room,CINEMA,2021,indie
MJ Lenderman,track,Someone Get the Grill Out of the Rain,Ghost of Your Guitar Solo,2021,indie
Paul Russell,track,Hallelujah,Hallelujah,2021,indie
Brandi Carlile,track,Broken Horses,In These Silent Days,2021,indie
El David,track,Terraformar,Terraformar,2021,indie
Big Red Machine,track,Renegade - Pop Version,Renegade (Pop Version),2021,indie
I Hate Myself Because,track,i don't dance,if they don't love these songs they won't love me,2021,indie
2 Mello,track,I Wanna Kno,Sounds Of Tokyo-To Future,2021,indie
Phil Wickham,track,Reason I Sing,Hymn Of Heaven,2021,indie
Tone Stith,track,Do I Ever (feat. Chris Brown),Still FWM,2021,indie
Lena Raine,track,One More Day,Minecraft: Caves & Cliffs (Original Game Soundtrack),2021,indie
Fievel Is Glauque,track,Decoy,God’s Trashmen Sent to Right the Mess,2021,indie
AJR,track,The Trick,OK ORCHESTRA,2021,indie
Mother Mother,track,Sick of The Silence,Inside,2021,indie
Noah Kahan,track,Part of Me,Part of Me,2021,indie
Lord Huron,track,Twenty Long Years,Long Lost,2021,indie
Topaz Jones,track,Black Tame,Don't Go Tellin' Your Momma,2021,indie
Briston Maroney,track,It's Still Cool If You Don't,Sunflower,2021,indie
NEEDTOBREATHE,track,West Texas Wind,Into The Mystery,2021,indie
SG Lewis,track,Feed The Fire (feat. Lucky Daye),times,2021,indie
Royal & the Serpent,track,i can't get high,searching for nirvana,2021,indie
Drew Holcomb,track,Feels Like Home,Feels Like Home,2021,indie
Toby Fox,track,Pandora Palace,DELTARUNE Chapter 2 (Original Game Soundtrack),2021,indie
Orions Belte,track,Bean,Villa Amorini,2021,indie
Zoé,track,Karmadame,Sonidos De Karmática Resonancia,2021,indie
Dayglow,track,Something,Harmony House,2021,indie
Delta Sleep,track,The Detail,Spring Island,2021,indie
Wolf Alice,track,Lipstick on the Glass,Blue Weekend,2021,indie
Lord Huron,track,Not Dead Yet,Not Dead Yet,2021,indie
Old Mervs,track,Out Of Luck,Out Of Luck,2021,indie
Sarah Kinsley,track,Karma,Karma,2021,indie
Tim Halperin,track,Where The Adventure Begins,Where The Adventure Begins,2021,indie
Videoclub,track,Mai,Euphories,2021,indie
Tep No,track,Pacing,Chasing Highs,2021,indie
G-Eazy,track,Provide (feat. Chris Brown & Mark Morrison),These Things Happen Too (Deluxe),2021,indie
Indigo Waves,track,Dark Matter II,Indigo Waves,2021,indie
Toby Fox,track,Spamton,DELTARUNE Chapter 2 (Original Game Soundtrack),2021,indie
Noah Gundersen,track,Atlantis,A Pillar of Salt,2021,indie
Japanese Breakfast,track,Savage Good Boy,Jubilee,2021,indie
Louis The Child,track,Hole In My Heart (with Livingston),Euphoria,2021,indie
Indigo Waves,track,Nissan Pathfinder,Indigo Waves,2021,indie
Taylor McCall,track,The Hounds,The Hounds,2021,indie
Julien Baker,track,Favor,Little Oblivions,2021,indie
Okvsho,track,Rasheed,Orange Wine,2021,indie
Bleachers,track,How Dare You Want More,Take the Sadness Out of Saturday Night,2021,indie
Salt Tree,track,Sparkly Socks,Sparkly Socks,2021,indie
Ritviz,track,Liggi,Dev,2021,indie
Lucy Dacus,track,Triple Dog Dare,Home Video,2021,indie
Toby Fox,track,Lost Girl,DELTARUNE Chapter 2 (Original Game Soundtrack),2021,indie
FINNEAS,track,Only A Lifetime,Optimist,2021,indie
Sarah Jarosz,track,Morning,Blue Heron Suite,2021,indie
Paper Planes,track,Call My Number,Lighter Times,2021,indie
Courtney Barnett,track,Before You Gotta Go,"Things Take Time, Take Time",2021,indie
Lizzy McAlpine,track,Stupid,When The World Stopped Moving: The Live EP,2021,indie
girlhouse,track,concussion,concussion,2021,indie
Royal Blood,track,Typhoons,Typhoons,2021,indie
Rejjie Snow,track,Disco Pantz,Baw Baw Black Sheep,2021,indie
Tai Verdes,track,i deserve 2 b alone,TV,2021,indie
IDLES,track,Damaged Goods,Damaged Goods,2021,indie
Cautious Clay,track,Wildfire,Wildfire,2021,indie
Flying Lotus,track,Using What You Got,Yasuke,2021,indie
Still Woozy,track,Woopie,"If This Isn’t Nice, I Don’t Know What Is",2021,indie
Origami Angel,track,Bossa Nova Corps,GAMI GANG,2021,indie
Blvck Svm,track,sheik,sheik,2021,indie
Everybody's Worried About Owen,track,Mawce,Mawce,2021,indie
Robohands,track,Message,Reflections,2021,indie
The Red Pears,track,Not in the Cards,You Thought We Left Because The Door Was Open But We Were Waiting Outside,2021,indie
Fruit Bats,track,The Balcony,The Pet Parade,2021,indie
Hollow Coves,track,Lonely Nights,Lonely Nights,2021,indie
